ID_pago;ID_venta;Fecha_pago;Pago
3779;442;31/07/2016;109.007
3780;443;30/07/2016;125.133
3781;444;08/08/2016;125.664
3782;445;31/07/2016;23.644
3783;446;08/08/2016;52.397
3784;447;26/07/2016;222.432
3785;448;31/07/2016;144.933
3786;449;26/07/2016;98.618
3787;450;29/07/2016;209.343
3788;451;05/08/2016;50.874
3789;452;19/07/2016;262.246
3790;453;21/07/2016;202.112
3791;454;21/07/2016;57.321
3792;455;07/08/2016;304.939
3793;456;06/08/2016;224.640
3794;457;12/08/2016;63.960
3795;458;04/08/2016;73.485
3796;459;27/07/2016;73.803
3797;460;22/07/2016;40.290
3798;461;27/07/2016;51.592
3799;462;26/07/2016;115.591
3800;463;03/08/2016;245.297
3801;464;20/08/2016;104.604
3802;465;20/08/2016;328.601
3803;466;24/07/2016;30.338
3804;467;13/08/2016;65.094
3805;468;25/07/2016;108.763
3806;469;14/08/2016;68.347
3807;470;26/07/2016;109.443
3808;471;06/08/2016;100.168
3809;472;20/08/2016;227.502
3810;473;02/08/2016;109.095
3811;474;02/08/2016;202.830
3812;475;31/07/2016;71.060
3813;476;17/08/2016;106.436
3814;477;30/07/2016;106.930
3815;478;20/08/2016;114.156
3816;479;23/08/2016;128.528
3817;480;14/08/2016;66.352
3818;481;06/08/2016;145.847
3819;482;12/08/2016;247.890
3820;483;04/08/2016;118.338
3821;484;02/08/2016;188.304
3822;485;07/08/2016;136.701
3823;486;12/08/2016;274.934
3824;487;28/07/2016;309.382
3825;488;11/08/2016;163.355
3826;489;04/08/2016;31.740
3827;490;05/08/2016;238.914
3828;491;21/08/2016;44.833
3829;492;27/08/2016;162.291
3830;493;22/08/2016;243.572
3831;494;28/08/2016;216.220
3832;495;23/08/2016;322.337
3833;496;16/08/2016;145.758
3834;497;29/08/2016;164.509
3835;498;02/08/2016;125.592
3836;499;13/08/2016;66.429
3837;500;25/08/2016;279.750
3838;501;28/08/2016;120.625
3839;502;18/08/2016;260.988
3840;503;17/08/2016;80.919
3841;504;20/08/2016;152.031
3842;505;15/08/2016;107.521
3843;506;14/08/2016;150.899
3844;507;05/08/2016;129.068
3845;508;28/08/2016;287.192
3846;509;04/08/2016;53.530
3847;510;27/08/2016;146.982
3848;511;11/08/2016;32.320
3849;512;29/08/2016;222.867
3850;513;17/08/2016;230.202
3851;514;07/08/2016;92.653
3852;515;25/08/2016;32.847
3853;516;27/08/2016;90.112
3854;517;26/08/2016;164.190
3855;518;30/08/2016;79.758
3856;519;14/08/2016;85.346
3857;520;18/08/2016;34.917
3858;521;13/08/2016;92.544
3859;522;30/08/2016;161.675
3860;523;29/08/2016;178.672
3861;524;20/08/2016;192.072
3862;525;09/08/2016;156.170
3863;526;23/08/2016;199.300
3864;527;28/08/2016;116.972
3865;528;17/08/2016;284.130
3866;529;17/08/2016;176.825
3867;530;27/08/2016;55.857
3868;531;22/08/2016;89.096
3869;532;11/08/2016;124.965
3870;533;05/09/2016;75.753
3871;534;14/08/2016;51.289
3872;535;04/09/2016;216.335
3873;536;20/08/2016;161.515
3874;537;04/09/2016;128.890
3875;538;29/08/2016;270.141
3876;539;31/08/2016;95.224
3877;540;28/08/2016;70.698
3878;541;16/08/2016;31.449
3879;542;16/08/2016;189.371
3880;543;07/09/2016;70.523
3881;544;24/08/2016;86.791
3882;545;20/08/2016;52.418
3883;546;12/09/2016;78.511
3884;547;10/09/2016;125.000
3885;548;20/08/2016;291.255
3886;549;12/09/2016;175.498
3887;550;06/09/2016;213.915
3888;551;18/08/2016;276.875
3889;552;20/08/2016;100.578
3890;553;18/08/2016;196.094
3891;554;09/09/2016;108.376
3892;555;05/09/2016;161.218
3893;556;09/09/2016;70.936
3894;557;18/09/2016;239.555
3895;558;04/09/2016;234.376
3896;559;19/09/2016;198.763
3897;560;03/09/2016;176.521
3898;561;03/09/2016;35.092
3899;562;18/09/2016;120.065
3900;563;09/09/2016;159.027
3901;564;01/09/2016;64.246
3902;565;13/09/2016;114.733
3903;566;16/09/2016;235.243
3904;567;29/08/2016;58.738
3905;568;25/08/2016;79.999
3906;569;04/09/2016;87.549
3907;570;16/09/2016;82.476
3908;571;31/08/2016;40.254
3909;572;31/08/2016;237.144
3910;573;31/08/2016;129.853
3911;574;10/09/2016;31.428
3912;575;23/09/2016;234.675
3913;576;24/09/2016;54.418
3914;577;26/08/2016;111.207
3915;578;24/09/2016;196.496
3916;579;29/08/2016;101.472
3917;580;09/09/2016;204.360
3918;581;24/09/2016;217.752
3919;582;30/08/2016;323.060
3920;583;19/09/2016;220.968
3921;584;24/09/2016;134.700
3922;585;20/09/2016;131.275
3923;586;15/09/2016;76.740
3924;587;18/09/2016;160.793
3925;588;07/09/2016;58.646
3926;589;26/09/2016;171.585
3927;590;31/08/2016;78.446
3928;591;02/09/2016;54.464
3929;592;13/09/2016;124.953
3930;593;20/09/2016;154.371
3931;594;24/09/2016;143.554
3932;595;15/09/2016;167.974
3933;596;18/09/2016;44.795
3934;597;27/09/2016;40.470
3935;598;02/10/2016;91.932
3936;599;25/09/2016;92.321
3937;600;06/09/2016;159.455
3938;601;01/10/2016;114.954
3939;602;29/09/2016;152.345
3940;603;09/09/2016;176.022
3941;604;01/10/2016;88.040
3942;605;16/09/2016;227.158
3943;606;26/09/2016;45.095
3944;607;30/09/2016;52.252
3945;608;04/10/2016;139.702
3946;609;23/09/2016;223.860
3947;610;21/09/2016;132.318
3948;611;02/10/2016;332.367
3949;612;15/09/2016;109.905
3950;613;11/09/2016;234.900
3951;614;01/10/2016;135.713
3952;615;21/09/2016;249.040
3953;616;07/10/2016;154.741
3954;617;09/10/2016;160.497
3955;618;30/09/2016;48.945
3956;619;05/10/2016;88.245
3957;620;23/09/2016;50.786
3958;621;14/09/2016;271.391
3959;622;24/09/2016;139.543
3960;623;13/09/2016;72.207
3961;624;08/10/2016;140.294
3962;625;18/09/2016;271.478
3963;626;24/09/2016;257.641
3964;627;16/09/2016;61.844
3965;628;03/10/2016;170.103
3966;629;11/10/2016;178.377
3967;630;19/09/2016;195.882
3968;631;19/09/2016;246.602
3969;632;20/09/2016;227.054
3970;633;10/10/2016;148.880
3971;634;13/10/2016;322.054
3972;635;25/09/2016;122.706
3973;636;03/10/2016;145.184
3974;637;30/09/2016;117.253
3975;638;26/09/2016;114.463
3976;639;07/10/2016;330.772
3977;640;25/09/2016;155.382
3978;641;30/09/2016;288.279
3979;642;30/09/2016;88.922
3980;643;02/10/2016;292.261
3981;644;17/09/2016;145.263
3982;645;20/09/2016;239.712
3983;646;07/10/2016;149.100
3984;647;23/09/2016;43.282
3985;648;17/10/2016;144.146
3986;649;14/10/2016;48.294
3987;650;29/09/2016;97.170
3988;651;25/09/2016;126.994
3989;652;21/09/2016;135.068
3990;653;19/09/2016;91.268
3991;654;05/10/2016;244.234
3992;655;22/09/2016;348.377
3993;656;02/10/2016;221.634
3994;657;20/09/2016;198.729
3995;658;09/10/2016;180.358
3996;659;01/10/2016;62.550
3997;660;06/10/2016;125.444
3998;661;01/10/2016;216.318
3999;662;06/10/2016;245.395
4000;663;22/09/2016;57.980
4001;664;01/10/2016;257.229
4002;665;16/10/2016;190.078
4003;666;10/10/2016;182.247
4004;667;08/10/2016;81.490
4005;668;02/10/2016;189.125
4006;669;05/10/2016;218.478
4007;670;12/10/2016;273.574
4008;671;13/10/2016;159.741
4009;672;27/09/2016;153.240
4010;673;29/09/2016;59.914
4011;674;27/09/2016;174.021
4012;675;12/10/2016;41.214
4013;676;01/10/2016;38.945
4014;677;21/10/2016;28.397
4015;678;29/09/2016;154.912
4016;679;01/10/2016;134.371
4017;680;22/10/2016;128.733
4018;681;04/10/2016;145.763
4019;682;24/10/2016;197.211
4020;683;10/10/2016;131.179
4021;684;28/09/2016;285.655
4022;685;07/10/2016;82.789
4023;686;12/10/2016;41.346
4024;687;11/10/2016;151.860
4025;688;10/10/2016;86.104
4026;689;17/10/2016;77.768
4027;690;10/10/2016;90.436
4028;691;05/10/2016;103.382
4029;692;04/10/2016;127.860
4030;693;15/10/2016;215.300
4031;694;23/10/2016;49.104
4032;695;07/10/2016;190.573
4033;696;14/10/2016;172.416
4034;697;19/10/2016;196.252
4035;698;19/10/2016;98.642
4036;699;05/10/2016;67.871
4037;700;22/10/2016;156.414
4038;701;28/10/2016;252.900
4039;702;01/11/2016;319.153
4040;703;08/10/2016;167.640
4041;704;08/10/2016;317.545
4042;705;16/10/2016;145.730
4043;706;31/10/2016;187.695
4044;707;02/11/2016;214.140
4045;708;15/10/2016;140.501
4046;709;22/10/2016;147.708
4047;710;05/11/2016;161.454
4048;711;08/10/2016;264.254
4049;712;19/10/2016;285.083
4050;713;16/10/2016;86.057
4051;714;05/11/2016;266.901
4052;715;09/10/2016;41.210
4053;716;17/10/2016;224.231
4054;717;13/10/2016;57.187
4055;718;02/11/2016;92.011
4056;719;31/10/2016;195.729
4057;720;18/10/2016;277.076
4058;721;27/10/2016;33.324
4059;722;02/11/2016;76.443
4060;723;23/10/2016;64.813
4061;724;07/11/2016;260.671
4062;725;25/10/2016;112.747
4063;726;02/11/2016;135.170
4064;727;06/11/2016;146.055
4065;728;14/10/2016;73.218
4066;729;24/10/2016;238.148
4067;730;29/10/2016;228.833
4068;731;17/10/2016;69.405
4069;732;16/10/2016;81.592
4070;733;06/11/2016;153.155
4071;734;31/10/2016;80.558
4072;735;29/10/2016;73.502
4073;736;21/10/2016;105.070
4074;737;19/10/2016;97.622
4075;738;23/10/2016;150.197
4076;739;03/11/2016;190.968
4077;740;25/10/2016;291.052
4078;741;06/11/2016;148.034
4079;742;02/11/2016;166.279
4080;743;01/11/2016;67.858
4081;744;18/11/2016;67.258
4082;745;12/11/2016;55.661
4083;746;22/10/2016;95.132
4084;747;25/10/2016;169.433
4085;748;30/10/2016;268.185
4086;749;14/11/2016;84.944
4087;750;12/11/2016;166.992
4088;751;27/10/2016;69.514
4089;752;15/11/2016;188.734
4090;753;06/11/2016;49.956
4091;754;16/11/2016;150.819
4092;755;19/11/2016;275.331
4093;756;03/11/2016;38.606
4094;757;09/11/2016;38.340
4095;758;29/10/2016;191.896
4096;759;24/10/2016;102.960
4097;760;21/11/2016;211.916
4098;761;21/11/2016;51.462
4099;762;02/11/2016;46.464
4100;763;16/11/2016;301.476
4101;764;04/11/2016;140.280
4102;765;15/11/2016;294.310
4103;766;16/11/2016;130.560
4104;767;22/11/2016;63.768
4105;768;20/11/2016;151.651
4106;769;17/11/2016;145.266
4107;770;19/11/2016;167.980
4108;771;02/11/2016;27.945
4109;772;20/11/2016;170.493
4110;773;10/11/2016;60.593
4111;774;21/11/2016;291.519
4112;775;04/11/2016;200.812
4113;776;21/11/2016;51.395
4114;777;30/11/2016;76.474
4115;778;16/11/2016;194.341
4116;779;23/11/2016;234.720
4117;780;10/11/2016;200.910
4118;781;02/12/2016;152.173
4119;782;11/11/2016;37.499
4120;783;22/11/2016;181.961
4121;784;26/11/2016;97.338
4122;785;02/12/2016;210.643
4123;786;28/11/2016;114.156
4124;787;17/11/2016;258.109
4125;788;06/11/2016;106.731
4126;789;01/12/2016;222.731
4127;790;24/11/2016;80.932
4128;791;01/12/2016;108.649
4129;792;26/11/2016;195.640
4130;793;28/11/2016;63.415
4131;794;17/11/2016;190.368
4132;795;22/11/2016;42.309
4133;796;29/11/2016;118.786
4134;797;10/11/2016;180.285
4135;798;18/11/2016;184.842
4136;799;07/12/2016;276.227
4137;800;29/11/2016;81.656
4138;801;20/11/2016;165.399
4139;802;06/12/2016;138.253
4140;803;20/11/2016;139.426
4141;804;15/11/2016;72.504
4142;805;26/11/2016;183.647
4143;806;25/11/2016;51.944
4144;807;10/12/2016;236.467
4145;808;04/12/2016;78.778
4146;809;05/12/2016;161.560
4147;810;22/11/2016;41.788
4148;811;17/11/2016;225.689
4149;812;17/11/2016;276.031
4150;813;02/12/2016;91.683
4151;814;23/11/2016;203.400
4152;815;14/11/2016;211.302
4153;816;15/11/2016;272.513
4154;817;29/11/2016;109.829
4155;818;19/11/2016;30.576
4156;819;29/11/2016;70.329
4157;820;24/11/2016;211.021
4158;821;19/11/2016;174.000
4159;822;27/11/2016;203.541
4160;823;06/12/2016;124.099
4161;824;08/12/2016;60.570
4162;825;05/12/2016;108.360
4163;826;11/12/2016;213.695
4164;827;18/12/2016;173.976
4165;828;12/12/2016;159.846
4166;829;22/11/2016;152.361
4167;830;03/12/2016;176.193
4168;831;13/12/2016;110.112
4169;832;14/12/2016;71.775
4170;833;12/12/2016;246.079
4171;834;08/12/2016;74.012
4172;835;14/12/2016;159.600
4173;836;02/12/2016;265.574
4174;837;12/12/2016;127.666
4175;838;29/11/2016;72.888
4176;839;06/12/2016;128.647
4177;840;15/12/2016;130.059
4178;841;22/12/2016;132.645
4179;842;03/12/2016;117.774
4180;843;10/12/2016;214.090
4181;844;10/12/2016;74.127
4182;845;14/12/2016;185.710
4183;846;09/12/2016;276.873
4184;847;01/12/2016;91.491
4185;848;24/12/2016;195.766
4186;849;26/12/2016;125.415
4187;850;27/12/2016;173.886
4188;851;20/12/2016;129.014
4189;852;03/12/2016;221.002
4190;853;23/12/2016;213.589
4191;854;22/12/2016;303.784
4192;855;04/12/2016;206.275
4193;856;18/12/2016;124.457
4194;857;27/12/2016;297.381
4195;858;12/12/2016;227.719
4196;859;15/12/2016;49.692
4197;860;14/12/2016;280.332
4198;861;14/12/2016;111.432
4199;862;11/12/2016;78.945
4200;863;18/12/2016;291.079
4201;864;04/12/2016;69.201
4202;865;04/12/2016;65.395
4203;866;20/12/2016;131.818
4204;867;14/12/2016;52.336
4205;868;18/12/2016;114.014
4206;869;14/12/2016;135.259
4207;870;12/12/2016;243.897
4208;871;23/12/2016;90.794
4209;872;01/01/2017;173.807
4210;873;24/12/2016;365.394
4211;874;21/12/2016;57.320
4212;875;16/12/2016;157.400
4213;876;09/12/2016;121.082
4214;877;12/12/2016;68.640
4215;878;16/12/2016;171.516
4216;879;18/12/2016;133.788
4217;880;20/12/2016;192.848
4218;881;05/01/2017;80.696
4219;882;28/12/2016;121.302
4220;883;16/12/2016;171.370
4221;884;15/12/2016;73.859
4222;885;06/01/2017;89.901
4223;886;02/01/2017;148.910
4224;887;24/12/2016;169.520
4225;888;29/12/2016;51.549
4226;889;27/12/2016;177.501
4227;890;23/12/2016;199.815
4228;891;16/12/2016;317.953
4229;892;19/12/2016;253.204
4230;893;19/12/2016;139.450
4231;894;19/12/2016;76.337
4232;895;05/01/2017;167.628
4233;896;04/01/2017;167.579
4234;897;27/12/2016;72.696
4235;898;01/01/2017;306.181
4236;899;14/12/2016;39.476
4237;900;11/01/2017;134.096
4238;901;20/12/2016;206.682
4239;902;04/01/2017;340.268
4240;903;28/12/2016;128.670
4241;904;01/01/2017;56.970
4242;905;21/12/2016;59.986
4243;906;08/01/2017;62.517
4244;907;03/01/2017;61.463
4245;908;31/12/2016;116.680
4246;909;24/12/2016;150.574
4247;910;17/12/2016;188.356
4248;911;22/12/2016;129.583
4249;912;28/12/2016;245.925
4250;913;19/12/2016;209.562
4251;914;02/01/2017;45.810
4252;915;13/01/2017;233.735
4253;916;01/01/2017;188.886
4254;917;22/12/2016;214.969
4255;918;03/01/2017;207.761
4256;919;27/12/2016;163.957
4257;920;21/12/2016;155.255
4258;921;03/01/2017;159.128
4259;922;28/12/2016;154.775
4260;923;02/01/2017;180.092
4261;924;27/12/2016;276.738
4262;925;12/01/2017;254.939
4263;926;20/01/2017;297.068
4264;927;17/01/2017;88.712
4265;928;28/12/2016;201.955
4266;929;23/01/2017;51.282
4267;930;11/01/2017;200.585
4268;931;13/01/2017;256.673
4269;932;08/01/2017;94.304
4270;933;23/01/2017;99.375
4271;934;06/01/2017;276.592
4272;935;16/01/2017;171.626
4273;936;02/01/2017;71.630
4274;937;24/01/2017;241.569
4275;938;15/01/2017;95.846
4276;939;14/01/2017;245.295
4277;940;24/01/2017;207.852
4278;941;15/01/2017;76.780
4279;942;24/01/2017;185.739
4280;943;31/12/2016;159.125
4281;944;15/01/2017;69.753
4282;945;02/01/2017;111.861
4283;946;05/01/2017;180.943
4284;947;05/01/2017;59.328
4285;948;09/01/2017;215.699
4286;949;08/01/2017;155.195
4287;950;26/01/2017;269.231
4288;951;19/01/2017;38.406
4289;952;19/01/2017;119.351
4290;953;23/01/2017;188.790
4291;954;09/01/2017;41.369
4292;955;29/01/2017;242.300
4293;956;22/01/2017;63.730
4294;957;30/01/2017;46.095
4295;958;20/01/2017;133.958
4296;959;05/02/2017;234.109
4297;960;30/01/2017;216.562
4298;961;07/01/2017;66.948
4299;962;28/01/2017;158.949
4300;963;22/01/2017;199.215
4301;964;31/01/2017;129.823
4302;965;30/01/2017;65.702
4303;966;22/01/2017;249.316
4304;967;23/01/2017;90.365
4305;968;25/01/2017;96.228
4306;969;20/01/2017;322.694
4307;970;31/01/2017;149.176
4308;971;19/01/2017;143.200
4309;972;31/01/2017;132.412
4310;973;22/01/2017;75.080
4311;974;23/01/2017;115.018
4312;975;20/01/2017;51.195
4313;976;21/01/2017;154.570
4314;977;23/01/2017;186.811
4315;978;25/01/2017;82.411
4316;979;11/02/2017;84.099
4317;980;23/01/2017;73.627
4318;981;19/01/2017;284.220
4319;982;01/02/2017;198.617
4320;983;02/02/2017;140.968
4321;984;11/02/2017;209.785
4322;985;04/02/2017;303.412
4323;986;13/02/2017;219.155
4324;987;11/02/2017;236.844
4325;988;06/02/2017;250.059
4326;989;12/02/2017;66.015
4327;990;24/01/2017;214.737
4328;991;23/01/2017;233.844
4329;992;17/02/2017;290.764
4330;993;07/02/2017;238.938
4331;994;03/02/2017;168.370
4332;995;27/01/2017;176.850
4333;996;14/02/2017;86.273
4334;997;20/01/2017;56.116
4335;998;17/02/2017;262.717
4336;999;17/02/2017;53.842
4337;1000;28/01/2017;338.400
4338;1001;15/02/2017;171.093
4339;1002;02/02/2017;334.632
4340;1003;19/02/2017;79.757
4341;1004;12/02/2017;108.347
4342;1005;07/02/2017;179.670
4343;1006;11/02/2017;213.280
4344;1007;09/02/2017;102.813
4345;1008;03/02/2017;77.848
4346;1009;06/02/2017;158.341
4347;1010;19/02/2017;118.212
4348;1011;30/01/2017;107.856
4349;1012;07/02/2017;126.008
4350;1013;18/02/2017;207.235
4351;1014;18/02/2017;182.153
4352;1015;23/02/2017;188.559
4353;1016;04/02/2017;159.608
4354;1017;13/02/2017;262.732
4355;1018;12/02/2017;170.008
4356;1019;19/02/2017;46.248
4357;1020;17/02/2017;147.106
4358;1021;21/02/2017;56.620
4359;1022;23/02/2017;147.206
4360;1023;05/02/2017;111.247
4361;1024;05/02/2017;201.928
4362;1025;24/02/2017;252.828
4363;1026;21/02/2017;153.907
4364;1027;03/02/2017;44.121
4365;1028;15/02/2017;76.302
4366;1029;20/02/2017;136.147
4367;1030;05/02/2017;149.313
4368;1031;22/02/2017;138.334
4369;1032;02/03/2017;157.781
4370;1033;27/02/2017;154.584
4371;1034;14/02/2017;115.419
4372;1035;17/02/2017;299.848
4373;1036;22/02/2017;204.570
4374;1037;27/02/2017;312.090
4375;1038;08/02/2017;40.665
4376;1039;17/02/2017;180.180
4377;1040;21/02/2017;164.430
4378;1041;06/02/2017;216.537
4379;1042;24/02/2017;46.788
4380;1043;24/02/2017;230.500
4381;1044;11/02/2017;200.399
4382;1045;24/02/2017;300.365
4383;1046;06/03/2017;227.910
4384;1047;08/02/2017;118.711
4385;1048;16/02/2017;295.321
4386;1049;04/03/2017;84.123
4387;1050;12/02/2017;87.960
4388;1051;07/03/2017;242.556
4389;1052;14/02/2017;78.075
4390;1053;26/02/2017;28.035
4391;1054;21/02/2017;267.346
4392;1055;22/02/2017;156.301
4393;1056;04/03/2017;37.513
4394;1057;23/02/2017;74.981
4395;1058;09/03/2017;239.978
4396;1059;01/03/2017;71.653
4397;1060;01/03/2017;62.570
4398;1061;05/03/2017;32.439
4399;1062;24/02/2017;81.506
4400;1063;06/03/2017;235.817
4401;1064;02/03/2017;75.900
4402;1065;07/03/2017;187.850
4403;1066;23/02/2017;351.001
4404;1067;05/03/2017;111.577
4405;1068;08/03/2017;183.899
4406;1069;20/02/2017;133.218
4407;1070;23/02/2017;145.348
4408;1071;10/03/2017;141.806
4409;1072;18/03/2017;74.019
4410;1073;25/02/2017;260.483
4411;1074;25/02/2017;267.728
4412;1075;19/03/2017;284.381
4413;1076;10/03/2017;37.296
4414;1077;12/03/2017;238.950
4415;1078;17/03/2017;231.330
4416;1079;04/03/2017;97.210
4417;1080;09/03/2017;284.919
4418;1081;08/03/2017;141.052
4419;1082;06/03/2017;201.891
4420;1083;23/03/2017;166.503
4421;1084;23/03/2017;171.267
4422;1085;27/02/2017;53.021
4423;1086;23/02/2017;318.272
4424;1087;25/02/2017;149.966
4425;1088;06/03/2017;95.022
4426;1089;13/03/2017;135.156
4427;1090;25/03/2017;227.099
4428;1091;24/03/2017;117.975
4429;1092;26/02/2017;266.296
4430;1093;09/03/2017;276.168
4431;1094;06/03/2017;148.434
4432;1095;05/03/2017;221.587
4433;1096;13/03/2017;67.424
4434;1097;04/03/2017;96.388
4435;1098;14/03/2017;245.101
4436;1099;07/03/2017;77.664
4437;1100;19/03/2017;226.779
4438;1101;06/03/2017;58.619
4439;1102;19/03/2017;243.846
4440;1103;03/03/2017;116.531
4441;1104;28/03/2017;98.339
4442;1105;06/03/2017;67.706
4443;1106;14/03/2017;159.929
4444;1107;31/03/2017;81.322
4445;1108;11/03/2017;126.166
4446;1109;18/03/2017;258.079
4447;1110;17/03/2017;115.623
4448;1111;22/03/2017;46.555
4449;1112;30/03/2017;200.287
4450;1113;15/03/2017;165.419
4451;1114;11/03/2017;62.405
4452;1115;01/04/2017;120.377
4453;1116;02/04/2017;61.704
4454;1117;02/04/2017;129.687
4455;1118;09/03/2017;342.663
4456;1119;12/03/2017;239.060
4457;1120;24/03/2017;213.457
4458;1121;21/03/2017;199.078
4459;1122;23/03/2017;167.380
4460;1123;23/03/2017;109.919
4461;1124;22/03/2017;151.918
4462;1125;09/04/2017;285.884
4463;1126;21/03/2017;57.789
4464;1127;02/04/2017;44.971
4465;1128;05/04/2017;232.435
4466;1129;05/04/2017;112.455
4467;1130;07/04/2017;55.542
4468;1131;22/03/2017;99.489
4469;1132;29/03/2017;112.619
4470;1133;06/04/2017;89.050
4471;1134;20/03/2017;109.906
4472;1135;21/03/2017;43.637
4473;1136;22/03/2017;37.235
4474;1137;11/04/2017;70.434
4475;1138;16/03/2017;133.318
4476;1139;22/03/2017;92.772
4477;1140;12/04/2017;164.832
4478;1141;23/03/2017;200.166
4479;1142;16/03/2017;129.231
4480;1143;26/03/2017;174.275
4481;1144;31/03/2017;272.096
4482;1145;23/03/2017;106.278
4483;1146;24/03/2017;136.347
4484;1147;18/03/2017;189.892
4485;1148;31/03/2017;123.024
4486;1149;10/04/2017;60.207
4487;1150;26/03/2017;113.636
4488;1151;31/03/2017;163.549
4489;1152;23/03/2017;245.784
4490;1153;20/03/2017;252.654
4491;1154;11/04/2017;358.211
4492;1155;30/03/2017;107.171
4493;1156;05/04/2017;163.150
4494;1157;06/04/2017;201.771
4495;1158;17/04/2017;304.556
4496;1159;21/03/2017;227.963
4497;1160;28/03/2017;268.548
4498;1161;31/03/2017;199.339
4499;1162;04/04/2017;87.287
4500;1163;17/04/2017;65.498
4501;1164;23/03/2017;93.873
4502;1165;04/04/2017;208.141
4503;1166;31/03/2017;227.567
4504;1167;19/04/2017;134.558
4505;1168;14/04/2017;142.062
4506;1169;24/03/2017;131.437
4507;1170;10/04/2017;93.060
4508;1171;08/04/2017;80.910
4509;1172;31/03/2017;212.205
4510;1173;19/04/2017;57.913
4511;1174;15/04/2017;40.293
4512;1175;30/03/2017;60.574
4513;1176;17/04/2017;163.141
4514;1177;25/04/2017;88.954
4515;1178;22/04/2017;183.576
4516;1179;25/04/2017;97.574
4517;1180;07/04/2017;44.283
4518;1181;29/03/2017;53.223
4519;1182;05/04/2017;150.405
4520;1183;06/04/2017;45.067
4521;1184;20/04/2017;79.994
4522;1185;26/04/2017;173.548
4523;1186;14/04/2017;94.526
4524;1187;29/04/2017;55.287
4525;1188;13/04/2017;46.976
4526;1189;06/04/2017;183.950
4527;1190;29/04/2017;175.204
4528;1191;20/04/2017;157.034
4529;1192;01/04/2017;256.913
4530;1193;16/04/2017;165.029
4531;1194;13/04/2017;121.213
4532;1195;09/04/2017;92.920
4533;1196;27/04/2017;76.756
4534;1197;09/04/2017;29.169
4535;1198;11/04/2017;114.672
4536;1199;29/04/2017;29.468
4537;1200;20/04/2017;59.325
4538;1201;01/05/2017;37.293
4539;1202;21/04/2017;137.505
4540;1203;04/04/2017;126.646
4541;1204;27/04/2017;268.929
4542;1205;24/04/2017;263.134
4543;1206;30/04/2017;119.164
4544;1207;17/04/2017;191.375
4545;1208;23/04/2017;181.189
4546;1209;17/04/2017;49.481
4547;1210;16/04/2017;188.059
4548;1211;29/04/2017;116.961
4549;1212;18/04/2017;155.870
4550;1213;05/05/2017;154.750
4551;1214;11/04/2017;81.961
4552;1215;18/04/2017;36.671
4553;1216;27/04/2017;336.005
4554;1217;19/04/2017;228.850
4555;1218;08/04/2017;216.177
4556;1219;29/04/2017;279.331
4557;1220;16/04/2017;54.810
4558;1221;30/04/2017;254.036
4559;1222;17/04/2017;172.235
4560;1223;29/04/2017;225.684
4561;1224;13/04/2017;133.842
4562;1225;25/04/2017;98.133
4563;1226;14/04/2017;187.149
4564;1227;08/05/2017;190.855
4565;1228;02/05/2017;124.573
4566;1229;09/05/2017;56.455
4567;1230;11/05/2017;302.840
4568;1231;05/05/2017;161.622
4569;1232;05/05/2017;118.697
4570;1233;04/05/2017;102.597
4571;1234;10/05/2017;106.111
4572;1235;17/04/2017;209.146
4573;1236;15/04/2017;105.154
4574;1237;03/05/2017;47.011
4575;1238;04/05/2017;102.576
4576;1239;20/04/2017;104.951
4577;1240;08/05/2017;320.304
4578;1241;27/04/2017;78.826
4579;1242;07/05/2017;60.525
4580;1243;21/04/2017;33.689
4581;1244;24/04/2017;144.089
4582;1245;04/05/2017;184.678
4583;1246;27/04/2017;45.891
4584;1247;05/05/2017;194.735
4585;1248;26/04/2017;106.379
4586;1249;13/05/2017;62.518
4587;1250;19/05/2017;170.355
4588;1251;29/04/2017;91.293
4589;1252;16/05/2017;108.454
4590;1253;30/04/2017;57.465
4591;1254;23/04/2017;94.726
4592;1255;19/05/2017;44.295
4593;1256;13/05/2017;202.524
4594;1257;25/04/2017;143.690
4595;1258;12/05/2017;156.107
4596;1259;05/05/2017;186.907
4597;1260;26/04/2017;60.731
4598;1261;24/04/2017;149.366
4599;1262;10/05/2017;65.637
4600;1263;14/05/2017;106.183
4601;1264;02/05/2017;230.384
4602;1265;17/05/2017;78.415
4603;1266;22/05/2017;45.407
4604;1267;16/05/2017;43.715
4605;1268;06/05/2017;148.880
4606;1269;27/04/2017;163.461
4607;1270;29/04/2017;66.473
4608;1271;07/05/2017;216.359
4609;1272;04/05/2017;187.623
4610;1273;24/05/2017;199.904
4611;1274;03/05/2017;227.721
4612;1275;03/05/2017;219.272
4613;1276;27/05/2017;202.158
4614;1277;03/05/2017;279.086
4615;1278;19/05/2017;130.003
4616;1279;19/05/2017;100.610
4617;1280;12/05/2017;242.250
4618;1281;18/05/2017;125.576
4619;1282;19/05/2017;65.114
4620;1283;17/05/2017;101.582
4621;1284;31/05/2017;50.109
4622;1285;11/05/2017;85.293
4623;1286;27/05/2017;359.035
4624;1287;17/05/2017;201.541
4625;1288;12/05/2017;301.706
4626;1289;29/05/2017;232.225
4627;1290;21/05/2017;195.015
4628;1291;15/05/2017;159.165
4629;1292;04/05/2017;195.840
4630;1293;15/05/2017;225.831
4631;1294;08/05/2017;60.039
4632;1295;10/05/2017;112.403
