ID_Venta;Fecha_venta;ID_producto;ID_Zona;Venta;ID_Vendedor;ID_Cliente
567;23/07/2016 0:00;2;4;469910;44;7
568;23/07/2016 0:00;2;1;639999;36;5
569;23/07/2016 0:00;2;3;700398;26;2
570;24/07/2016 0:00;4;1;659808;44;4
571;24/07/2016 0:00;5;3;322036;42;4
572;25/07/2016 0:00;2;3;1897155;43;9
573;25/07/2016 0:00;1;3;1038825;8;6
574;25/07/2016 0:00;2;1;251430;7;1
575;25/07/2016 0:00;1;4;1877400;2;2
576;26/07/2016 0:00;4;4;435348;15;1
577;26/07/2016 0:00;3;4;889658;16;2
578;26/07/2016 0:00;3;2;1571973;3;8
579;26/07/2016 0:00;5;2;811780;7;10
580;27/07/2016 0:00;1;3;1634884;18;9
581;27/07/2016 0:00;7;3;1742020;30;2
582;28/07/2016 0:00;5;1;2584480;15;4
583;28/07/2016 0:00;2;3;1767744;15;3
584;29/07/2016 0:00;4;2;1077601;9;7
585;29/07/2016 0:00;1;2;1050203;14;6
586;29/07/2016 0:00;3;1;613921;32;6
587;30/07/2016 0:00;6;4;1286344;37;2
588;30/07/2016 0:00;2;3;469168;30;4
589;30/07/2016 0:00;3;3;1372686;46;9
590;31/07/2016 0:00;4;3;627570;29;2
591;31/07/2016 0:00;4;2;435712;46;5
592;31/07/2016 0:00;1;2;999630;43;3
593;01/08/2016 0:00;4;3;1234974;20;7
594;01/08/2016 0:00;5;3;1148436;30;2
595;01/08/2016 0:00;5;4;1343798;31;5
596;01/08/2016 0:00;1;1;358360;5;8
597;02/08/2016 0:00;4;1;323760;31;2
598;03/08/2016 0:00;4;1;735456;5;4
599;05/08/2016 0:00;2;1;738568;18;3
600;05/08/2016 0:00;3;4;1275646;34;7
601;05/08/2016 0:00;4;2;919632;36;3
602;06/08/2016 0:00;5;2;1218763;30;3
603;06/08/2016 0:00;4;4;1408182;19;5
604;07/08/2016 0:00;2;1;704323;44;3
605;07/08/2016 0:00;6;1;1817264;6;4
606;07/08/2016 0:00;1;1;360765;47;10
607;07/08/2016 0:00;1;4;418019;35;5
608;08/08/2016 0:00;4;1;1117620;6;8
609;08/08/2016 0:00;4;1;1790880;21;10
610;08/08/2016 0:00;2;4;1058545;39;10
611;08/08/2016 0:00;4;4;2658936;1;3
612;08/08/2016 0:00;4;2;879244;2;1
613;08/08/2016 0:00;5;4;1879200;1;2
614;09/08/2016 0:00;4;4;1085705;45;8
615;09/08/2016 0:00;2;1;1992320;21;10
616;09/08/2016 0:00;6;4;1237929;15;4
617;10/08/2016 0:00;6;1;1283980;40;3
618;10/08/2016 0:00;3;1;391560;24;2
619;10/08/2016 0:00;4;4;705963;33;7
620;11/08/2016 0:00;4;4;406290;26;6
621;11/08/2016 0:00;5;3;2171128;36;9
622;11/08/2016 0:00;6;4;1116348;32;2
623;12/08/2016 0:00;2;3;577656;35;10
624;12/08/2016 0:00;5;3;1122352;49;9
625;12/08/2016 0:00;5;2;2171826;27;4
626;13/08/2016 0:00;6;3;2061131;44;2
627;13/08/2016 0:00;1;1;494758;22;4
628;13/08/2016 0:00;4;3;1360828;25;2
629;14/08/2016 0:00;6;2;1427019;7;7
630;14/08/2016 0:00;1;2;1567060;38;3
631;14/08/2016 0:00;1;4;1972816;42;1
632;14/08/2016 0:00;6;2;1816437;41;10
633;14/08/2016 0:00;1;2;1191044;42;7
634;15/08/2016 0:00;6;3;2576432;39;2
635;15/08/2016 0:00;2;2;981651;2;3
636;15/08/2016 0:00;6;3;1161477;22;2
637;15/08/2016 0:00;1;4;938030;20;5
638;15/08/2016 0:00;4;3;915704;33;9
639;16/08/2016 0:00;6;2;2646181;36;9
640;16/08/2016 0:00;5;3;1243060;39;10
641;16/08/2016 0:00;3;2;2306238;19;10
642;17/08/2016 0:00;5;2;711382;24;7
643;17/08/2016 0:00;5;1;2338095;6;5
644;17/08/2016 0:00;5;3;1162104;27;1
645;17/08/2016 0:00;5;3;1917696;7;8
646;17/08/2016 0:00;1;1;1192800;8;5
647;18/08/2016 0:00;6;4;346256;38;2
648;18/08/2016 0:00;3;2;1153173;49;7
649;18/08/2016 0:00;6;1;386354;27;3
650;19/08/2016 0:00;1;1;777360;20;10
651;19/08/2016 0:00;6;2;1015956;44;5
652;19/08/2016 0:00;3;2;1080548;27;7
653;19/08/2016 0:00;6;3;730149;26;9
654;19/08/2016 0:00;3;2;1953873;8;2
655;19/08/2016 0:00;3;2;2787016;37;10
656;20/08/2016 0:00;3;3;1773072;46;6
657;20/08/2016 0:00;4;1;1589832;33;8
658;20/08/2016 0:00;1;3;1442870;23;10
659;20/08/2016 0:00;4;4;500400;14;10
660;20/08/2016 0:00;6;3;1003552;17;1
661;20/08/2016 0:00;2;2;1730550;27;10
662;21/08/2016 0:00;1;2;1963166;47;6
663;21/08/2016 0:00;2;4;463843;27;10
664;21/08/2016 0:00;2;2;2057832;2;3
665;22/08/2016 0:00;2;2;1520627;38;10
666;23/08/2016 0:00;4;1;1457980;40;2
667;23/08/2016 0:00;3;4;651920;17;10
668;24/08/2016 0:00;1;4;1513005;4;9
669;24/08/2016 0:00;1;3;1747830;34;9
670;25/08/2016 0:00;5;4;2188597;45;10
671;25/08/2016 0:00;4;4;1277930;31;7
672;25/08/2016 0:00;2;3;1225926;1;1
673;26/08/2016 0:00;5;4;479318;29;8
674;26/08/2016 0:00;1;2;1392168;25;3
675;26/08/2016 0:00;3;4;329716;8;4
676;26/08/2016 0:00;4;2;311563;33;8
677;27/08/2016 0:00;5;3;227178;39;8
678;27/08/2016 0:00;5;4;1239300;18;3
679;27/08/2016 0:00;4;3;1074969;25;4
680;27/08/2016 0:00;6;3;1029864;13;7
681;27/08/2016 0:00;5;3;1166104;45;1
682;27/08/2016 0:00;3;1;1577692;12;7
683;27/08/2016 0:00;6;1;1049433;32;9
684;28/08/2016 0:00;1;3;2285244;41;7
685;28/08/2016 0:00;6;2;662316;4;9
686;28/08/2016 0:00;4;3;330771;29;7
687;29/08/2016 0:00;6;1;1214880;25;7
688;29/08/2016 0:00;4;1;688838;33;5
689;30/08/2016 0:00;1;2;622144;45;2
690;30/08/2016 0:00;1;3;723492;4;7
691;30/08/2016 0:00;4;2;827062;25;6
692;30/08/2016 0:00;3;1;1022883;32;8
693;31/08/2016 0:00;4;4;1722407;24;6
694;31/08/2016 0:00;6;1;392832;1;1
695;31/08/2016 0:00;2;1;1524585;15;8
696;01/09/2016 0:00;4;3;1379328;24;6
697;01/09/2016 0:00;2;4;1570016;47;2
698;02/09/2016 0:00;1;2;789140;11;5
699;02/09/2016 0:00;4;2;542974;21;6
700;03/09/2016 0:00;2;2;1251315;13;10
701;03/09/2016 0:00;4;2;2023200;39;3
702;04/09/2016 0:00;6;2;2553225;6;10
703;04/09/2016 0:00;4;3;1341120;2;4
704;05/09/2016 0:00;6;4;2540364;42;7
705;05/09/2016 0:00;3;3;1165842;21;2
706;05/09/2016 0:00;6;2;1501560;6;2
707;05/09/2016 0:00;5;2;1713120;27;3
708;05/09/2016 0:00;5;3;1124012;24;2
709;06/09/2016 0:00;4;3;1181670;44;10
710;06/09/2016 0:00;1;1;1291636;36;3
711;07/09/2016 0:00;4;3;2114035;28;6
712;07/09/2016 0:00;1;1;2280668;23;6
713;07/09/2016 0:00;4;4;688463;2;2
714;07/09/2016 0:00;4;1;2135210;39;9
715;07/09/2016 0:00;3;1;329681;23;10
716;07/09/2016 0:00;3;4;1793848;25;3
717;07/09/2016 0:00;2;3;457498;9;3
718;08/09/2016 0:00;4;2;736092;5;2
719;08/09/2016 0:00;3;3;1565839;37;4
720;08/09/2016 0:00;4;3;2216608;30;3
721;09/09/2016 0:00;5;3;266596;43;10
722;09/09/2016 0:00;5;2;611546;40;1
723;09/09/2016 0:00;4;2;518508;19;7
724;09/09/2016 0:00;3;4;2085373;24;6
725;10/09/2016 0:00;3;4;901980;42;1
726;10/09/2016 0:00;1;2;1081360;24;1
727;12/09/2016 0:00;4;2;1168440;41;8
728;13/09/2016 0:00;4;4;585746;4;7
729;13/09/2016 0:00;4;1;1905187;10;2
730;13/09/2016 0:00;1;3;1830664;32;5
731;13/09/2016 0:00;4;2;555246;16;4
732;13/09/2016 0:00;4;3;652743;17;2
733;14/09/2016 0:00;3;2;1225244;38;2
734;14/09/2016 0:00;6;1;644470;14;3
735;15/09/2016 0:00;3;4;588023;29;8
736;16/09/2016 0:00;5;4;840560;28;2
737;16/09/2016 0:00;4;1;780980;33;5
738;16/09/2016 0:00;4;1;1201578;20;4
739;17/09/2016 0:00;6;4;1527750;8;1
740;18/09/2016 0:00;1;4;2328418;32;3
741;18/09/2016 0:00;1;3;1184274;43;7
742;19/09/2016 0:00;4;4;1330236;34;8
743;19/09/2016 0:00;2;1;542864;33;9
744;19/09/2016 0:00;4;4;538065;7;1
745;19/09/2016 0:00;4;1;445295;35;2
746;19/09/2016 0:00;3;3;761056;27;5
747;19/09/2016 0:00;4;4;1355470;40;9
748;19/09/2016 0:00;5;2;2145480;26;4
749;20/09/2016 0:00;2;1;679554;13;4
750;20/09/2016 0:00;1;2;1335936;43;9
751;20/09/2016 0:00;1;2;556116;43;9
752;22/09/2016 0:00;2;4;1509872;27;2
753;22/09/2016 0:00;2;1;399655;12;7
754;22/09/2016 0:00;6;3;1206557;39;7
755;22/09/2016 0:00;3;3;2202655;3;9
756;23/09/2016 0:00;5;3;308850;2;4
757;23/09/2016 0:00;5;4;306726;12;8
758;23/09/2016 0:00;6;4;1535168;32;8
759;23/09/2016 0:00;6;3;823680;12;9
760;23/09/2016 0:00;4;4;1695330;47;5
761;23/09/2016 0:00;2;2;411700;7;2
762;23/09/2016 0:00;1;4;371712;31;6
763;24/09/2016 0:00;6;2;2411808;25;10
764;24/09/2016 0:00;3;2;1122240;46;3
765;25/09/2016 0:00;2;2;2354481;30;9
766;26/09/2016 0:00;6;2;1044480;35;8
767;26/09/2016 0:00;6;4;510150;26;5
768;26/09/2016 0:00;6;2;1213212;47;8
769;29/09/2016 0:00;4;4;1162131;38;2
770;01/10/2016 0:00;3;1;1343840;8;4
771;01/10/2016 0:00;5;2;223564;18;2
772;01/10/2016 0:00;4;4;1363948;29;8
773;01/10/2016 0:00;4;1;484744;24;1
774;02/10/2016 0:00;2;3;2332152;22;5
775;02/10/2016 0:00;2;1;1606500;17;10
776;02/10/2016 0:00;1;1;411160;17;6
777;02/10/2016 0:00;4;3;611796;28;6
778;03/10/2016 0:00;2;4;1554732;18;10
779;03/10/2016 0:00;2;3;1877760;41;3
780;03/10/2016 0:00;2;3;1607280;3;6
781;03/10/2016 0:00;4;1;1217390;17;8
782;03/10/2016 0:00;4;2;299996;14;8
783;03/10/2016 0:00;3;2;1455693;18;2
784;03/10/2016 0:00;1;3;778706;3;3
785;03/10/2016 0:00;4;4;1685148;47;6
786;03/10/2016 0:00;1;1;913248;7;4
787;03/10/2016 0:00;4;4;2064879;44;9
788;04/10/2016 0:00;4;2;853852;4;2
789;04/10/2016 0:00;6;4;1781849;10;7
790;04/10/2016 0:00;6;3;647460;47;2
791;05/10/2016 0:00;5;2;869196;31;10
792;05/10/2016 0:00;6;3;1565120;5;9
793;05/10/2016 0:00;6;1;507320;33;10
794;07/10/2016 0:00;3;3;1522946;9;7
795;07/10/2016 0:00;4;3;338476;21;6
796;07/10/2016 0:00;4;1;950290;35;2
797;08/10/2016 0:00;3;4;1442280;7;10
798;08/10/2016 0:00;6;2;1478742;32;10
799;08/10/2016 0:00;4;3;2209822;34;2
800;09/10/2016 0:00;2;3;653250;36;9
801;10/10/2016 0:00;2;3;1323198;49;2
802;10/10/2016 0:00;4;1;1106028;9;7
803;10/10/2016 0:00;2;3;1115409;2;10
804;10/10/2016 0:00;5;2;580032;41;4
805;11/10/2016 0:00;6;4;1469178;28;5
806;11/10/2016 0:00;3;2;415552;25;3
807;12/10/2016 0:00;4;3;1891736;14;3
808;12/10/2016 0:00;3;2;630224;22;9
809;12/10/2016 0:00;4;3;1292484;2;8
810;12/10/2016 0:00;5;4;334305;13;10
811;13/10/2016 0:00;5;1;1805518;15;5
812;13/10/2016 0:00;3;3;2208252;41;6
813;14/10/2016 0:00;7;2;733470;37;8
814;14/10/2016 0:00;3;4;1627200;37;2
815;14/10/2016 0:00;5;3;1690416;42;3
816;15/10/2016 0:00;1;4;2180104;29;1
817;15/10/2016 0:00;4;4;878638;14;7
818;15/10/2016 0:00;4;3;244608;42;6
819;16/10/2016 0:00;1;4;562632;27;10
820;16/10/2016 0:00;6;3;1688170;33;8
821;16/10/2016 0:00;1;2;1392006;47;5
822;17/10/2016 0:00;5;3;1628333;6;4
823;17/10/2016 0:00;1;1;992793;40;3
824;18/10/2016 0:00;6;2;484560;35;9
825;18/10/2016 0:00;2;3;866880;1;10
826;18/10/2016 0:00;3;2;1709567;11;10
827;19/10/2016 0:00;5;3;1391809;35;2
828;20/10/2016 0:00;5;4;1278774;18;2
829;20/10/2016 0:00;2;1;1218888;42;9
830;21/10/2016 0:00;2;1;1409551;4;6
831;21/10/2016 0:00;1;2;880900;44;3
832;21/10/2016 0:00;4;3;574200;40;6
833;21/10/2016 0:00;3;1;1968632;26;2
834;21/10/2016 0:00;7;4;592103;21;1
835;22/10/2016 0:00;1;1;1276800;30;2
836;22/10/2016 0:00;4;3;2124596;16;10
837;24/10/2016 0:00;2;2;1021334;2;3
838;24/10/2016 0:00;6;2;583110;40;2
839;24/10/2016 0:00;2;1;1029178;25;7
840;24/10/2016 0:00;1;2;1040478;20;3
841;24/10/2016 0:00;6;2;1061160;18;5
842;26/10/2016 0:00;4;4;942196;43;5
843;27/10/2016 0:00;4;4;1712725;49;3
844;27/10/2016 0:00;2;3;593021;44;6
845;28/10/2016 0:00;5;3;1485680;40;8
846;28/10/2016 0:00;4;3;2214984;10;5
847;28/10/2016 0:00;6;2;731929;19;10
848;28/10/2016 0:00;3;3;1566129;28;6
849;29/10/2016 0:00;4;3;1003320;45;1
850;29/10/2016 0:00;6;2;1391091;20;6
851;29/10/2016 0:00;4;2;1032118;1;10
852;30/10/2016 0:00;4;2;1768020;9;7
853;30/10/2016 0:00;6;3;1708716;7;6
854;30/10/2016 0:00;6;1;2430272;27;1
855;31/10/2016 0:00;4;2;1650200;41;10
856;31/10/2016 0:00;5;4;995657;45;5
857;31/10/2016 0:00;5;2;2379048;12;7
858;31/10/2016 0:00;3;1;1821758;16;4
859;31/10/2016 0:00;4;4;397540;29;10
860;31/10/2016 0:00;6;1;2242656;21;9
861;31/10/2016 0:00;6;2;891456;34;3
862;01/11/2016 0:00;2;4;631560;33;4
863;03/11/2016 0:00;3;4;2328636;24;10
864;03/11/2016 0:00;5;2;553608;24;2
865;03/11/2016 0:00;1;2;523160;26;7
866;04/11/2016 0:00;1;2;1054544;33;9
867;04/11/2016 0:00;4;3;418692;33;5
868;04/11/2016 0:00;4;3;912114;45;1
869;04/11/2016 0:00;1;1;1082079;23;2
870;05/11/2016 0:00;5;3;1951180;6;8
871;05/11/2016 0:00;4;3;726352;37;9
872;06/11/2016 0:00;6;2;1390460;29;7
873;06/11/2016 0:00;5;1;2923155;49;3
874;06/11/2016 0:00;6;3;458560;5;4
875;06/11/2016 0:00;3;2;1259202;30;5
876;06/11/2016 0:00;5;3;968658;23;4
877;06/11/2016 0:00;3;1;549120;5;6
878;07/11/2016 0:00;5;4;1372135;45;7
879;07/11/2016 0:00;3;1;1070307;3;10
880;08/11/2016 0:00;1;1;1542784;32;8
881;08/11/2016 0:00;4;1;645569;26;10
882;08/11/2016 0:00;2;3;970420;21;7
883;08/11/2016 0:00;6;2;1370964;14;7
884;08/11/2016 0:00;6;2;590875;16;7
885;08/11/2016 0:00;4;1;719213;24;1
886;09/11/2016 0:00;6;2;1191281;46;7
887;10/11/2016 0:00;4;4;1356160;1;8
888;10/11/2016 0:00;3;1;412395;49;4
889;10/11/2016 0:00;3;1;1420012;27;9
890;10/11/2016 0:00;3;3;1598520;19;5
891;10/11/2016 0:00;4;2;2543625;49;6
892;11/11/2016 0:00;4;3;2025638;45;9
893;11/11/2016 0:00;4;3;1115604;36;2
894;11/11/2016 0:00;1;1;610696;41;4
895;11/11/2016 0:00;5;4;1341024;1;10
896;11/11/2016 0:00;6;3;1340632;4;9
897;12/11/2016 0:00;4;1;581568;45;7
898;12/11/2016 0:00;4;4;2449452;31;6
899;13/11/2016 0:00;2;4;315810;22;6
900;13/11/2016 0:00;4;4;1072768;24;1
901;13/11/2016 0:00;1;2;1653456;47;4
902;14/11/2016 0:00;3;4;2722146;20;2
903;14/11/2016 0:00;4;3;1029367;38;10
904;14/11/2016 0:00;6;4;455762;16;5
905;15/11/2016 0:00;2;2;479892;27;5
906;15/11/2016 0:00;5;3;500140;9;4
907;15/11/2016 0:00;3;4;491706;42;6
908;15/11/2016 0:00;1;2;933444;38;9
909;15/11/2016 0:00;5;3;1204595;21;9
910;16/11/2016 0:00;6;3;1506853;36;9
911;17/11/2016 0:00;2;4;1036665;41;10
912;17/11/2016 0:00;4;1;1967400;34;1
913;17/11/2016 0:00;4;1;1676500;36;10
914;17/11/2016 0:00;6;2;366480;34;3
915;17/11/2016 0:00;3;2;1869885;6;9
916;18/11/2016 0:00;6;1;1511095;33;7
917;18/11/2016 0:00;1;3;1719757;19;9
918;19/11/2016 0:00;5;1;1662089;38;5
919;19/11/2016 0:00;4;1;1311660;44;4
920;20/11/2016 0:00;5;4;1242042;15;8
921;21/11/2016 0:00;4;3;1273030;8;2
922;21/11/2016 0:00;3;1;1238202;49;8
923;21/11/2016 0:00;4;3;1440742;20;1
924;22/11/2016 0:00;1;2;2213909;18;3
925;22/11/2016 0:00;1;1;2039512;21;9
926;22/11/2016 0:00;4;4;2376550;45;9
927;22/11/2016 0:00;4;4;709700;5;5
928;23/11/2016 0:00;5;4;1615647;34;3
929;24/11/2016 0:00;2;3;410260;7;10
930;24/11/2016 0:00;2;3;1604687;22;4
931;24/11/2016 0:00;4;1;2053384;20;10
932;26/11/2016 0:00;1;1;754435;30;7
933;26/11/2016 0:00;1;3;795000;18;8
934;26/11/2016 0:00;4;2;2212740;5;5
935;27/11/2016 0:00;3;1;1373008;12;7
936;28/11/2016 0:00;1;2;573040;40;4
937;28/11/2016 0:00;5;2;1932552;20;7
938;28/11/2016 0:00;2;4;766774;41;9
939;28/11/2016 0:00;5;2;1962360;31;2
940;29/11/2016 0:00;5;4;1662822;43;9
941;29/11/2016 0:00;5;4;614244;38;6
942;29/11/2016 0:00;5;3;1485915;44;3
943;30/11/2016 0:00;6;3;1273000;11;7
944;30/11/2016 0:00;6;2;558030;13;6
945;01/12/2016 0:00;6;3;894888;30;1
946;01/12/2016 0:00;6;2;1447551;10;8
947;01/12/2016 0:00;4;1;474624;41;1
948;02/12/2016 0:00;6;2;1725597;31;4
949;02/12/2016 0:00;1;4;1241562;26;4
950;02/12/2016 0:00;6;2;2153852;41;5
951;03/12/2016 0:00;3;4;307255;29;6
952;04/12/2016 0:00;5;4;954808;2;9
953;04/12/2016 0:00;4;2;1510320;29;3
954;05/12/2016 0:00;1;1;330956;3;5
955;06/12/2016 0:00;4;2;1938400;29;7
956;06/12/2016 0:00;6;3;509840;31;4
957;06/12/2016 0:00;4;3;368760;7;10
958;07/12/2016 0:00;2;3;1071667;40;1
959;07/12/2016 0:00;1;3;1872876;24;4
960;07/12/2016 0:00;4;2;1732500;15;10
961;07/12/2016 0:00;1;2;535584;38;7
962;07/12/2016 0:00;3;4;1271592;21;5
963;08/12/2016 0:00;2;1;1593720;46;8
964;08/12/2016 0:00;4;2;1038590;12;8
965;08/12/2016 0:00;5;2;525616;47;4
966;08/12/2016 0:00;6;1;1994532;15;9
967;09/12/2016 0:00;6;2;722925;30;2
968;09/12/2016 0:00;2;1;769824;29;1
969;11/12/2016 0:00;6;1;2581552;31;7
970;11/12/2016 0:00;6;2;1193408;16;10
971;11/12/2016 0:00;6;1;1145600;11;7
972;11/12/2016 0:00;6;2;1059303;10;5
973;12/12/2016 0:00;4;1;600642;33;3
974;12/12/2016 0:00;1;1;920144;27;9
975;13/12/2016 0:00;4;1;409563;2;5
976;13/12/2016 0:00;2;4;1236560;49;10
977;13/12/2016 0:00;4;4;1494490;23;3
978;14/12/2016 0:00;4;3;659295;40;4
979;15/12/2016 0:00;4;4;672792;23;4
980;15/12/2016 0:00;4;4;589016;14;9
981;15/12/2016 0:00;2;2;2273762;44;8
982;16/12/2016 0:00;4;4;1588940;2;3
983;16/12/2016 0:00;3;4;1127750;40;1
984;16/12/2016 0:00;4;1;1678286;6;5
985;17/12/2016 0:00;6;4;2427300;14;1
986;17/12/2016 0:00;4;1;1753240;4;10
987;18/12/2016 0:00;5;1;1894752;46;6
988;18/12/2016 0:00;4;3;2000475;11;5
989;18/12/2016 0:00;6;1;528120;37;5
990;18/12/2016 0:00;5;4;1717898;24;5
991;18/12/2016 0:00;3;4;1870757;13;9
992;19/12/2016 0:00;6;2;2326118;31;10
993;19/12/2016 0:00;5;3;1911510;40;7
994;19/12/2016 0:00;2;2;1346961;40;9
995;19/12/2016 0:00;3;3;1414800;26;6
996;20/12/2016 0:00;1;2;690184;6;6
997;20/12/2016 0:00;5;2;448932;4;8
998;20/12/2016 0:00;2;2;2101743;18;4
999;20/12/2016 0:00;5;2;430743;46;7
1000;21/12/2016 0:00;1;1;2707200;40;7
1001;22/12/2016 0:00;2;4;1368750;2;3
1002;22/12/2016 0:00;6;4;2677056;25;6
1003;22/12/2016 0:00;1;3;638058;1;8
1004;23/12/2016 0:00;6;1;866780;36;2
1005;23/12/2016 0:00;3;2;1437360;19;2
1006;23/12/2016 0:00;4;1;1706240;40;10
1007;24/12/2016 0:00;3;3;822504;3;7
1008;24/12/2016 0:00;4;1;622787;25;6
1009;24/12/2016 0:00;6;3;1266732;7;2
1010;24/12/2016 0:00;1;2;945702;5;6
1011;24/12/2016 0:00;6;4;862848;29;7
1012;27/12/2016 0:00;3;3;1008071;2;10
1013;28/12/2016 0:00;3;4;1657880;20;10
1014;28/12/2016 0:00;4;4;1457226;26;6
1015;28/12/2016 0:00;2;4;1508472;16;8
1016;29/12/2016 0:00;1;4;1276864;1;8
1017;29/12/2016 0:00;1;2;2101862;27;8
1018;29/12/2016 0:00;2;4;1360064;11;8
1019;30/12/2016 0:00;4;1;369984;43;10
1020;30/12/2016 0:00;5;1;1176855;31;3
1021;30/12/2016 0:00;4;2;452962;6;3
1022;31/12/2016 0:00;6;3;1177653;34;1
1023;31/12/2016 0:00;3;2;889980;31;1
1024;31/12/2016 0:00;6;4;1615424;45;2
1025;01/01/2017 0:00;5;3;2022624;11;8
1026;01/01/2017 0:00;1;4;1231262;17;2
1027;01/01/2017 0:00;4;2;352972;8;7
1028;02/01/2017 0:00;4;1;610416;49;10
1029;02/01/2017 0:00;6;1;1089181;22;5
1030;02/01/2017 0:00;6;3;1194505;14;3
1031;02/01/2017 0:00;5;4;1106677;11;2
1032;03/01/2017 0:00;5;4;1262250;13;9
1033;03/01/2017 0:00;4;1;1236672;3;7
1034;03/01/2017 0:00;5;2;923355;37;7
1035;04/01/2017 0:00;5;4;2398788;11;1
1036;04/01/2017 0:00;2;1;1636560;37;9
1037;05/01/2017 0:00;5;1;2496723;26;3
1038;05/01/2017 0:00;6;2;325326;30;7
1039;06/01/2017 0:00;4;1;1441440;34;8
1040;06/01/2017 0:00;2;4;1315440;31;2
1041;06/01/2017 0:00;2;3;1732302;19;10
1042;07/01/2017 0:00;4;3;374310;47;10
1043;08/01/2017 0:00;4;3;1844004;35;6
1044;08/01/2017 0:00;6;3;1603196;30;6
1045;08/01/2017 0:00;1;2;2402920;41;5
1046;08/01/2017 0:00;4;2;1823280;40;1
1047;08/01/2017 0:00;3;4;949693;10;10
1048;09/01/2017 0:00;4;4;2362572;8;6
1049;09/01/2017 0:00;3;4;672987;41;6
1050;09/01/2017 0:00;4;3;703680;17;8
1051;09/01/2017 0:00;1;1;1940448;34;8
1052;09/01/2017 0:00;7;2;624600;49;2
1053;10/01/2017 0:00;5;2;224280;11;5
1054;11/01/2017 0:00;3;4;2138771;34;5
1055;11/01/2017 0:00;2;1;1250408;27;6
1056;12/01/2017 0:00;4;2;300105;44;1
1057;12/01/2017 0:00;4;4;599850;18;9
1058;12/01/2017 0:00;1;4;1919827;36;10
1059;13/01/2017 0:00;3;2;573230;39;7
1060;14/01/2017 0:00;6;4;500560;9;3
1061;14/01/2017 0:00;5;4;259515;15;4
1062;15/01/2017 0:00;1;3;652052;8;10
1063;16/01/2017 0:00;3;4;1886541;22;9
1064;16/01/2017 0:00;6;2;607200;35;7
1065;16/01/2017 0:00;5;1;1502800;19;8
1066;17/01/2017 0:00;4;2;2808008;44;10
1067;17/01/2017 0:00;4;1;892620;49;4
1068;18/01/2017 0:00;1;4;1471197;1;1
1069;18/01/2017 0:00;2;3;1065744;23;1
1070;18/01/2017 0:00;1;1;1162784;36;4
1071;18/01/2017 0:00;1;2;1134452;38;1
1072;19/01/2017 0:00;6;2;592152;23;10
1073;19/01/2017 0:00;3;3;2083866;28;4
1074;19/01/2017 0:00;5;1;2141830;1;8
1075;20/01/2017 0:00;1;4;2275050;9;4
1076;20/01/2017 0:00;1;1;298368;6;5
1077;20/01/2017 0:00;2;4;1911604;43;1
1078;21/01/2017 0:00;3;4;1850644;3;5
1079;21/01/2017 0:00;3;2;777686;45;4
1080;21/01/2017 0:00;2;1;2279354;47;2
1081;21/01/2017 0:00;6;4;1128420;31;7
1082;22/01/2017 0:00;3;3;1615128;45;10
1083;22/01/2017 0:00;3;3;1332030;9;4
1084;22/01/2017 0:00;1;2;1370138;23;2
1085;22/01/2017 0:00;5;4;424175;5;4
1086;22/01/2017 0:00;6;1;2546180;39;9
1087;23/01/2017 0:00;1;3;1199730;20;7
1088;23/01/2017 0:00;5;3;760176;44;8
1089;24/01/2017 0:00;5;4;1081248;17;8
1090;25/01/2017 0:00;2;4;1816793;26;9
1091;25/01/2017 0:00;3;3;943800;26;6
1092;26/01/2017 0:00;6;3;2130375;15;8
1093;28/01/2017 0:00;1;2;2209344;11;2
1094;29/01/2017 0:00;6;4;1187477;49;4
1095;29/01/2017 0:00;2;4;1772700;9;10
1096;29/01/2017 0:00;2;2;539392;28;2
1097;29/01/2017 0:00;3;3;771108;4;7
1098;29/01/2017 0:00;4;4;1960808;9;1
1099;30/01/2017 0:00;5;2;621314;18;10
1100;30/01/2017 0:00;6;3;1814238;5;4
1101;30/01/2017 0:00;4;1;468952;12;8
1102;30/01/2017 0:00;4;3;1950772;28;7
1103;31/01/2017 0:00;2;1;932250;45;7
1104;31/01/2017 0:00;3;1;786714;31;7
1105;31/01/2017 0:00;1;3;541648;26;8
1106;01/02/2017 0:00;3;2;1279434;39;1
1107;02/02/2017 0:00;4;3;650580;22;8
1108;02/02/2017 0:00;5;1;1009328;18;10
1109;02/02/2017 0:00;1;3;2064634;47;3
1110;02/02/2017 0:00;2;1;924990;15;1
1111;03/02/2017 0:00;1;4;372447;7;6
1112;03/02/2017 0:00;5;4;1602300;1;8
1113;03/02/2017 0:00;1;3;1323353;29;8
1114;04/02/2017 0:00;5;2;499244;3;8
1115;05/02/2017 0:00;6;1;963020;20;9
1116;05/02/2017 0:00;2;1;493632;35;7
1117;05/02/2017 0:00;4;2;1037498;38;8
1118;06/02/2017 0:00;1;1;2741308;40;6
1119;07/02/2017 0:00;2;4;1912482;44;7
1120;07/02/2017 0:00;2;2;1707660;27;10
1121;07/02/2017 0:00;6;1;1592624;38;1
1122;08/02/2017 0:00;6;2;1339044;29;10
1123;08/02/2017 0:00;3;2;879357;8;6
1124;08/02/2017 0:00;6;2;1215344;7;4
1125;10/02/2017 0:00;4;3;2287075;28;4
1126;10/02/2017 0:00;6;3;462315;33;2
1127;11/02/2017 0:00;6;3;359775;40;6
